Sezon,Ora,Temperatura,Umbra,Radiatia Solara,Kw
Iarna,11,4,61,8,388
Vara,12,28,45,5,1897
Toamna,11,21,43,8,500
Primavara,14,22,0,8,916
Toamna,13,25,14,7,370
Toamna,11,17,62,10,919
Primavara,13,18,54,5,2042
Primavara,12,15,3,9,574
Iarna,11,-17,55,8,467
Iarna,11,-17,10,9,12
Toamna,8,23,55,3,524
Toamna,8,12,3,9,112
Vara,11,32,83,2,3041
Vara,13,35,35,9,1250
Iarna,9,-5,14,2,74
Vara,16,25,12,9,2126
Primavara,13,19,12,8,953
Vara,14,25,25,9,1538
Primavara,16,21,52,9,1888
Toamna,12,14,1,3,496
Toamna,15,21,16,4,468
Vara,13,38,95,2,3140
Primavara,12,16,10,7,819
Vara,11,37,7,3,2326
Primavara,11,19,49,5,526
Primavara,9,25,67,3,2102
Iarna,12,-17,9,8,84
Toamna,14,25,82,2,625
Primavara,15,18,8,4,854
Primavara,10,20,72,2,2198
Iarna,12,4,77,3,389
Vara,9,36,24,2,1854
Toamna,9,13,41,4,313
Iarna,16,-1,31,8,112
Toamna,11,15,71,6,974
Toamna,13,21,56,2,534
Toamna,12,14,77,6,618
Iarna,11,3,45,2,127
Primavara,13,19,96,10,2045
Iarna,9,3,69,3,402
Iarna,16,-8,100,2,458
Primavara,16,19,25,2,743
Primavara,10,15,63,2,1281
Primavara,11,22,26,7,984
Vara,13,29,46,2,1716
Primavara,13,20,84,4,1802
Toamna,12,12,51,10,566
Primavara,14,27,37,9,990
Vara,9,38,50,10,1197
Iarna,13,-11,80,3,469
Toamna,14,22,6,9,246
Primavara,16,25,27,10,915
Toamna,8,13,25,4,152
Primavara,9,19,48,3,567
Toamna,9,25,93,8,521
Toamna,14,17,64,6,597
Vara,11,34,61,8,4857
Primavara,14,22,73,3,2390
Vara,8,26,49,2,1576
Iarna,14,-7,78,4,356
Iarna,15,-18,28,4,108
Primavara,9,29,55,5,1601
Iarna,15,-15,51,4,355
Vara,11,28,88,10,3321
Iarna,15,-13,99,9,374
Vara,10,25,51,9,3760
Primavara,15,17,15,8,634
Vara,11,40,66,6,3167
Vara,12,36,67,4,3632
Iarna,9,-12,38,9,96
Iarna,16,1,34,4,88
Iarna,13,-10,15,8,195
Toamna,16,11,58,6,997
Iarna,12,-20,49,7,82
Toamna,8,15,80,4,687
Primavara,16,23,92,8,1139
Toamna,9,25,47,5,258
Primavara,8,22,74,4,1420
Primavara,15,18,16,3,709
Iarna,13,1,20,10,180
Vara,11,37,71,4,4217
Iarna,12,-1,14,2,64
Iarna,12,4,75,7,385
Toamna,11,20,35,8,226
Toamna,16,25,23,6,120
Primavara,10,24,52,5,2329
Primavara,11,23,7,7,878
Toamna,10,16,34,5,342
Iarna,12,-1,87,8,326
Vara,10,38,91,3,3113
Iarna,10,-6,54,4,376
Vara,16,32,20,8,1904
Vara,8,32,64,6,3309
Toamna,16,20,34,10,469
Primavara,11,25,50,6,937
Vara,13,30,80,6,4078
Primavara,8,23,63,10,2132
Iarna,12,-5,75,2,486
Vara,11,32,13,6,989
Toamna,11,22,58,6,570
Toamna,15,23,18,10,246
Iarna,11,-8,16,10,97
Toamna,8,22,25,10,211
Iarna,13,3,80,8,315
Iarna,15,-9,94,10,266
Toamna,15,15,34,10,413
Primavara,14,25,35,5,893
Toamna,8,23,88,7,555
Primavara,12,29,5,3,940
Iarna,9,-15,76,5,371
Primavara,9,18,58,9,2074
Primavara,13,28,46,2,968
Primavara,8,15,12,8,758
Iarna,12,-12,65,3,300
Toamna,11,24,56,2,899
Primavara,13,23,99,7,1534
Primavara,9,15,73,6,2353
Vara,12,32,30,10,1675
Vara,10,37,53,4,3761
Vara,12,36,8,3,1958
Toamna,10,15,88,4,619
Vara,13,36,49,2,1251
Primavara,13,15,27,10,643
Iarna,16,-8,49,5,135
Primavara,11,17,78,9,2206
Toamna,12,18,64,6,521
Vara,15,36,39,2,2159
Primavara,14,28,99,8,1311
Iarna,13,2,2,8,193
Toamna,9,18,46,3,162
Primavara,14,21,91,4,2170
Toamna,8,10,97,9,822
Iarna,12,-10,51,10,481
Iarna,12,-10,80,5,338
Iarna,11,-15,15,4,168
Toamna,13,25,42,5,339
Toamna,12,17,66,8,715
Vara,10,38,45,2,2377
Iarna,9,-2,46,9,13
Vara,13,27,20,3,2196
Primavara,14,16,45,9,930
Vara,8,38,27,3,1915
Iarna,13,-12,53,8,353
Toamna,15,14,93,6,543
Iarna,11,2,26,10,181
Toamna,15,19,18,2,213
Iarna,10,4,99,10,288
Toamna,13,19,27,3,400
Vara,12,28,36,6,2314
Iarna,13,-7,43,4,210
Iarna,10,-7,34,5,41
Toamna,10,10,85,3,610
Iarna,14,-8,82,9,397
Vara,11,33,20,9,2219
Toamna,9,24,7,3,470
Vara,8,40,4,2,1814
Toamna,13,13,55,2,883
Primavara,11,26,41,3,884
Vara,8,32,49,3,511
Iarna,9,-14,45,4,207
Primavara,16,17,66,9,1065
Primavara,9,26,14,6,518
Primavara,10,17,0,3,657
Vara,12,28,46,6,649
Vara,12,40,44,5,1393
Toamna,10,15,64,9,647
Iarna,12,-17,54,5,398
Vara,11,37,83,2,4573
Primavara,15,18,14,7,779
Primavara,12,20,45,4,826
Toamna,12,10,88,9,877
Primavara,8,25,60,4,2450
Toamna,15,20,38,5,176
Vara,10,36,55,4,3387
Vara,14,29,96,10,4442
Toamna,11,23,1,4,480
Primavara,10,22,59,4,1855
Primavara,8,19,5,10,977
Toamna,12,15,41,7,124
Vara,13,32,57,3,3820
Primavara,11,26,86,4,2104
Vara,9,40,56,2,4463
Iarna,14,5,65,4,302
Primavara,12,20,9,4,525
Primavara,9,27,16,6,833
Toamna,9,18,74,2,556
Vara,8,25,9,5,533
Iarna,16,5,88,2,270
Primavara,15,15,47,4,625
Iarna,15,-4,93,10,424
Iarna,8,-7,93,9,374
Primavara,9,26,94,2,2471
Toamna,12,23,17,4,400
Primavara,9,18,46,4,659
Iarna,10,-12,32,3,79
Vara,12,29,90,5,4955
Vara,13,37,52,10,3822
Primavara,14,19,77,4,1757
Primavara,13,20,97,4,1353
Toamna,11,23,16,2,318
Vara,12,39,77,2,3330
Vara,14,39,63,8,3313
Vara,15,27,80,9,2831
Iarna,8,-12,76,8,381
Iarna,13,-1,98,4,405
Iarna,12,-17,18,8,218
Iarna,12,-8,32,9,75
Toamna,12,23,13,3,175
Vara,8,40,96,4,3936
Vara,8,40,93,3,2697
Primavara,13,27,96,7,1625
Vara,16,27,22,10,1321
Primavara,15,26,69,8,1174
Vara,10,32,58,8,3079
Iarna,9,-18,23,5,151
Iarna,15,-19,47,6,36
Iarna,14,-7,51,8,385
Iarna,15,-11,63,5,254
Primavara,16,25,84,4,1079
Toamna,10,19,0,4,129
Vara,13,27,56,2,4897
Iarna,16,-12,52,2,260
Toamna,15,19,70,3,608
Iarna,11,-15,24,2,186
Iarna,14,0,30,8,126
Iarna,14,-9,44,10,37
Vara,12,26,80,5,3795
Toamna,15,13,91,2,624
Vara,15,34,80,6,4665
Toamna,11,21,67,8,910
Toamna,16,15,96,10,925
Vara,10,30,17,7,2326
Iarna,9,-17,73,5,441
Primavara,12,27,62,7,1101
Vara,15,26,100,2,3683
Vara,10,33,46,2,653
Vara,15,38,62,2,3038
Vara,15,31,57,7,2967
Primavara,16,16,85,9,1135
Toamna,8,13,81,3,598
Vara,15,32,41,2,2429
Toamna,10,22,25,9,205
Vara,15,39,93,3,3660
Iarna,15,-15,69,9,268
Toamna,13,16,47,2,461
Vara,10,28,85,9,4538
Iarna,14,-16,1,2,116
Primavara,16,20,90,5,1204
Toamna,11,12,31,10,393
Toamna,15,10,20,8,240
Vara,11,34,100,6,3821
Primavara,8,27,95,3,1337
Primavara,13,19,99,8,1583
Vara,13,36,28,10,2392
Vara,15,27,37,10,2118
Iarna,14,3,9,7,91
Toamna,10,24,7,3,237
Toamna,9,14,42,6,498
Primavara,14,26,11,5,549
Primavara,14,16,87,2,1374
Iarna,14,2,15,3,21
Primavara,9,21,9,2,594
Iarna,12,-14,69,9,274
Vara,9,29,98,8,2897
Toamna,12,15,78,8,857
Toamna,8,16,3,10,250
Vara,10,28,98,10,4341
Vara,16,29,88,7,3254
Iarna,8,-19,87,5,262
Primavara,11,29,62,3,1846
Vara,14,25,51,7,4202
Toamna,13,11,17,5,109
Primavara,14,18,77,3,2493
Toamna,15,19,96,2,991
Iarna,16,0,39,8,77
Vara,12,28,35,7,1578
Toamna,13,17,75,6,921
Vara,12,35,36,5,1071
Toamna,12,15,57,10,956
Vara,12,35,27,3,1876
Vara,9,30,92,3,3352
Vara,10,35,51,3,4837
Primavara,11,26,28,3,759
Iarna,10,-13,31,9,119
Toamna,13,17,57,7,831
Iarna,15,2,27,4,136
Vara,9,27,49,5,1135
Toamna,10,23,71,9,981
Primavara,10,18,27,5,580
Toamna,15,17,95,7,792
Toamna,13,23,5,10,481
Iarna,11,-11,88,2,450
Primavara,10,30,55,5,2150
Toamna,8,15,47,9,175
Primavara,13,23,25,6,755
Vara,13,25,65,8,2838
Vara,15,33,72,10,4426
Primavara,14,28,33,7,801
Primavara,10,26,32,3,790
Primavara,8,23,90,5,1455
Toamna,14,25,57,4,553
Iarna,12,-5,6,6,123
Vara,12,34,11,10,2124
Toamna,12,18,9,9,361
Vara,14,40,10,9,1392
Iarna,9,-16,4,5,159
Primavara,13,21,82,2,1404
Iarna,15,-15,99,4,451
Toamna,11,16,95,3,982
Toamna,13,15,53,4,816
Vara,12,33,34,9,1437
Vara,11,35,36,6,1358
Iarna,12,-18,87,2,318
Primavara,10,25,62,5,1957
Iarna,10,-18,53,7,319
Toamna,9,22,51,7,583
Primavara,8,18,46,10,997
Primavara,14,17,49,8,652
Toamna,12,16,61,2,728
Primavara,15,20,93,10,1707
Iarna,12,4,28,4,179
Primavara,9,20,87,9,1936
Primavara,11,20,26,3,721
Iarna,12,-5,4,7,238
Toamna,10,19,27,6,382
Toamna,14,10,96,2,562
Primavara,9,18,22,4,936
Primavara,9,30,62,6,2029
Vara,12,33,2,6,1751
Toamna,16,20,77,7,967
Primavara,14,28,54,7,1534
Iarna,8,-15,85,3,473
Vara,14,37,9,7,1022
Toamna,16,19,10,6,268
Toamna,9,10,71,8,539
Primavara,14,15,13,6,967
Primavara,11,19,64,4,2317
Iarna,16,-12,71,9,387
Primavara,12,20,46,9,615
Primavara,12,19,23,8,903
Primavara,12,23,22,6,907
Iarna,16,-8,54,2,326
Iarna,8,2,28,7,214
Toamna,9,18,17,8,484
Vara,9,26,75,4,3127
Iarna,15,1,100,9,435
Iarna,9,-3,34,9,59
Iarna,11,-19,9,10,84
Toamna,10,24,70,2,550
Iarna,12,-4,96,9,299
Vara,10,39,48,9,1755
Toamna,16,17,66,3,949
Toamna,8,10,49,7,221
Vara,16,28,40,2,2418
Toamna,8,23,45,3,430
Iarna,11,-12,20,9,34
Vara,10,31,7,4,1578
Iarna,9,-7,50,2,118
Iarna,11,-17,50,8,96
Vara,15,33,1,2,2467
Vara,14,30,3,7,1097
Primavara,15,17,55,5,2155
Toamna,12,16,62,8,741
Toamna,15,10,82,9,739
Vara,15,32,61,3,2954
Vara,10,35,38,3,607
Iarna,10,4,79,6,274
Toamna,9,13,78,4,794
Iarna,14,-4,9,10,20
Vara,10,31,86,2,4249
Primavara,13,17,70,5,1452
Toamna,12,25,33,5,279
Vara,8,38,95,3,3583
Vara,13,38,39,8,1961
Toamna,9,15,73,5,504
Iarna,12,-11,27,4,145
Iarna,9,-12,74,2,332
Vara,13,36,59,9,3559
Primavara,9,19,39,2,834
Toamna,10,23,20,7,196
Iarna,9,4,76,10,288
Iarna,12,-1,37,7,245
Iarna,12,1,49,4,179
Vara,15,40,52,5,4081
Primavara,13,22,17,4,841
Toamna,10,15,74,10,911
Toamna,16,22,0,9,230
Primavara,16,21,17,8,528
Primavara,8,25,28,6,923
Toamna,14,13,28,9,173
Primavara,9,15,69,9,1333
Vara,11,38,77,9,2896
Primavara,8,17,59,5,2090
Toamna,15,15,29,7,240
Primavara,9,15,34,7,986
Primavara,16,25,67,10,1389
Toamna,12,19,42,4,141
Vara,14,29,1,6,1232
Iarna,11,-18,32,3,106
Iarna,13,-19,94,5,488
Primavara,9,21,46,3,866
Vara,11,36,10,7,1231
Iarna,16,-10,50,10,226
Vara,12,37,83,5,3899
Iarna,11,1,95,7,434
Iarna,15,-1,36,7,97
Vara,9,30,48,7,1714
Iarna,10,4,10,3,36
Toamna,14,18,45,9,299
Iarna,8,-15,91,10,407
Iarna,10,5,83,10,367
Vara,8,35,75,3,4503
Toamna,10,13,76,9,501
Vara,15,30,32,7,1617
Vara,13,28,31,9,502
Iarna,11,-9,47,9,223
Toamna,8,17,83,9,782
Primavara,11,30,27,6,1000
Toamna,8,24,59,5,756
Vara,16,34,97,7,3011
Primavara,8,22,30,10,617
Iarna,13,-19,17,7,147
Iarna,12,-5,97,5,256
Vara,14,33,14,10,1328
Toamna,9,15,74,5,818
Toamna,15,20,23,9,218
Iarna,14,4,63,5,500
Iarna,15,-7,52,2,263
Vara,11,38,89,9,3770
Vara,14,40,10,6,1832
Primavara,10,20,10,8,744
Primavara,8,16,12,7,625
Toamna,16,25,76,2,597
Toamna,15,19,8,4,483
Primavara,13,29,3,4,726
Vara,13,30,66,7,3685
Toamna,15,19,42,9,116
Iarna,13,-17,91,4,300
Vara,14,32,76,10,2831
Toamna,8,21,95,7,607
Primavara,14,20,92,5,1175
Iarna,10,-7,27,3,149
Primavara,13,22,59,6,1297
Vara,9,30,47,3,660
Vara,10,31,49,5,1290
Iarna,16,3,71,2,388
Vara,10,37,28,6,1064
Primavara,9,27,90,5,2135
Vara,12,28,82,4,4420
Primavara,14,16,42,8,928
Iarna,11,-19,68,7,332
Iarna,13,-20,47,8,195
Iarna,16,-12,78,5,382
Iarna,15,-3,73,9,446
Toamna,11,25,13,7,325
Iarna,10,-7,24,7,50
Toamna,16,17,11,4,434
Vara,9,28,69,3,3197
Toamna,10,24,49,8,111
Toamna,9,22,78,8,940
Iarna,16,-17,25,3,164
Iarna,12,5,8,7,224
Primavara,15,28,47,9,773
Iarna,12,-6,38,9,187
Primavara,10,26,22,10,900
Iarna,9,0,42,3,135
Primavara,11,19,67,5,1046
Primavara,15,19,43,10,733
Iarna,8,-15,93,10,499
Vara,13,29,60,2,4349
Primavara,12,22,95,8,1308
Primavara,14,19,96,10,1178
Vara,8,28,54,7,4372
Toamna,8,16,89,4,788
Iarna,15,-7,3,10,189
Iarna,13,-8,9,7,115
Primavara,12,28,68,8,1342
Primavara,10,16,58,7,1473
Iarna,12,-2,41,4,109
Toamna,10,16,64,6,885
Vara,10,26,99,10,4246
Primavara,11,17,78,7,2049
Toamna,10,22,29,5,270
Vara,10,30,90,2,2795
Iarna,15,0,32,10,125
Primavara,15,17,43,3,811
Vara,15,32,58,6,4839
Iarna,16,-19,43,10,164
Primavara,16,30,61,9,1929
Iarna,10,-9,92,7,334
Primavara,13,20,65,8,1299
Primavara,8,21,59,5,2396
Vara,8,33,12,8,1286
Iarna,9,-11,23,10,228
Toamna,10,14,42,4,447
Toamna,13,15,51,6,933
Primavara,15,19,21,5,822
Vara,12,31,72,9,3996
Iarna,11,-11,84,3,332
Iarna,11,-13,14,2,203
Vara,9,33,95,4,2509
Vara,11,27,22,3,1796
Primavara,16,30,87,3,1782
Vara,8,25,34,3,761
Primavara,10,24,71,8,1101
Iarna,9,-8,68,6,322
Vara,9,27,42,5,1465
Vara,9,29,43,4,939
Iarna,16,-14,17,3,55
Iarna,13,5,45,4,6
Iarna,16,4,16,3,194
Vara,14,26,5,7,1165
Iarna,11,-17,10,6,199
Vara,14,32,43,7,1502
Iarna,10,1,26,5,221
Toamna,8,21,83,3,512
Vara,15,25,53,4,2687
Vara,9,27,51,6,4272
Primavara,14,28,80,5,2083
Toamna,13,14,70,3,867
Primavara,11,23,54,2,1039
Iarna,16,1,48,3,204
Toamna,16,23,35,7,213
Toamna,12,22,12,7,464
Vara,12,36,24,9,1604
Vara,15,35,1,8,848
Vara,11,25,81,4,4888
Iarna,13,0,19,3,178
Vara,9,25,22,7,1389
Toamna,15,21,91,10,967
Toamna,8,15,46,5,256
Primavara,12,18,23,10,512
Primavara,12,29,46,10,774
Iarna,12,-3,20,2,132
Toamna,8,23,60,8,905
Vara,10,40,13,4,1840
Iarna,15,-11,9,6,82
Toamna,10,22,47,10,159
Toamna,11,17,91,3,972
Iarna,13,0,79,3,474
Vara,9,30,36,5,2392
Primavara,9,20,57,5,1823
Iarna,12,-3,95,5,447
Primavara,11,20,56,8,2158
Toamna,10,22,82,3,550
Toamna,9,17,86,10,575
Vara,11,38,20,4,1236
Primavara,16,17,46,9,529
Primavara,14,22,38,3,886
Vara,12,38,77,7,2621
Vara,8,34,88,5,4399
Iarna,11,1,38,7,166
Toamna,11,23,81,2,833
Primavara,12,27,88,3,1437
Vara,12,34,46,3,921
Vara,12,33,14,9,623
Primavara,16,15,23,7,1000
Primavara,12,15,1,9,651
Primavara,13,25,95,5,2498
Primavara,8,20,100,10,1507
Vara,11,40,27,3,1683
Vara,11,26,60,9,3890
Primavara,8,20,52,2,2087
Vara,12,26,96,10,4777
Primavara,15,17,0,4,751
Vara,15,36,93,4,3699
Primavara,11,22,46,7,708
Vara,9,30,80,3,2500
Primavara,13,26,19,3,515
Primavara,10,27,81,5,1839
Iarna,12,-5,3,6,44
Iarna,9,-15,78,9,251
Toamna,9,16,69,2,926
Iarna,8,-15,31,5,129
Toamna,14,19,100,5,683
Toamna,9,17,46,6,336
Primavara,10,28,15,4,875
Iarna,13,-12,26,9,87
Toamna,8,14,85,5,641
Primavara,10,28,99,4,2416
Toamna,13,24,92,5,515
Primavara,14,18,69,3,1742
Toamna,15,12,72,8,706
Iarna,9,-6,92,9,396
Iarna,8,-5,5,9,70
Iarna,16,-2,34,10,119
Primavara,16,18,90,4,1177
Toamna,13,10,33,4,465
Iarna,8,-3,33,9,122
Iarna,9,-18,54,9,259
Primavara,16,25,1,8,693
Toamna,11,17,93,3,581
Iarna,16,0,77,7,385
Primavara,9,17,46,3,682
Primavara,15,29,95,3,1823
Toamna,8,17,23,4,487
Primavara,15,30,99,4,1479
Toamna,14,20,26,10,449
Toamna,11,17,77,2,680
Primavara,12,22,32,3,559
Vara,9,30,90,10,3291
Toamna,9,21,16,7,344
Toamna,9,23,60,8,870
Vara,13,40,4,6,862
Primavara,16,25,66,5,2268
Primavara,15,28,80,2,1198
Vara,12,30,24,2,1306
Toamna,14,23,72,7,511
Iarna,14,-18,18,3,194
Toamna,15,10,77,10,763
Vara,8,38,90,8,3317
Iarna,9,1,78,9,344
Toamna,16,16,95,8,580
Vara,10,36,25,4,1256
Toamna,15,21,81,2,727
Iarna,8,-7,64,7,442
Toamna,10,18,97,3,990
Vara,14,32,30,8,1320
Primavara,15,23,16,3,507
Primavara,8,19,87,2,1787
Primavara,8,17,92,7,1093
Toamna,11,11,98,3,989
Vara,12,33,8,4,1985
Vara,9,28,38,6,2427
Iarna,14,-7,28,4,96
Primavara,8,24,58,6,2146
Toamna,14,25,21,9,213
Iarna,9,-17,34,4,121
Vara,8,38,13,6,2420
Iarna,15,-1,21,2,139
Toamna,10,14,81,7,587
Toamna,12,24,26,2,176
Primavara,15,29,15,4,819
Iarna,10,-9,43,7,237
Iarna,9,-5,18,8,66
Toamna,15,11,88,9,966
Toamna,10,20,77,8,596
Toamna,11,24,22,3,168
Primavara,9,17,61,5,1673
Vara,12,33,11,9,1961
Vara,10,40,43,6,2442
Primavara,12,30,84,5,1522
Iarna,8,-7,59,6,269
Vara,13,34,94,3,3877
Iarna,15,-2,77,3,268
Iarna,10,1,53,3,306
Toamna,9,15,70,6,661
Iarna,13,2,0,6,151
Toamna,13,16,5,7,110
Vara,16,33,23,4,1179
Vara,9,40,72,10,3694
Primavara,16,26,7,9,747
Iarna,12,-1,18,7,96
Primavara,10,26,72,4,2074
Primavara,15,26,31,8,945
Toamna,10,10,15,8,194
Vara,10,40,72,5,2577
Primavara,11,24,12,2,623
Toamna,11,11,45,10,439
Primavara,11,23,86,3,1643
Iarna,11,-18,68,5,318
Toamna,15,10,73,5,732
Primavara,15,19,74,5,2456
Primavara,10,22,3,9,585
Primavara,15,20,38,7,848
Primavara,16,21,0,7,658
Iarna,8,-10,54,6,374
Toamna,14,24,7,7,477
Toamna,13,15,25,2,309
Toamna,16,18,17,4,446
Vara,14,29,29,5,1006
Iarna,14,-10,13,9,242
Iarna,13,-15,22,2,145
Toamna,13,13,37,10,177
Iarna,15,-19,2,7,86
Vara,11,31,69,7,2697
Iarna,8,-12,96,6,254
Primavara,15,16,25,9,727
Iarna,11,-5,95,3,417
Vara,10,29,92,8,3701
Toamna,11,24,4,6,366
Vara,16,35,97,4,3479
Iarna,14,-18,41,4,23
Toamna,9,18,2,8,223
Toamna,8,13,69,10,852
Vara,11,38,4,2,1943
Vara,10,29,99,6,3040
Iarna,15,-15,87,7,418
Toamna,12,20,5,3,122
Primavara,11,18,98,6,1663
Primavara,16,26,43,3,742
Vara,12,28,57,8,3426
Vara,11,27,81,9,2981
Iarna,10,-17,81,6,467
Toamna,12,14,71,2,889
Toamna,15,24,68,8,576
Iarna,10,-9,11,9,240
Primavara,13,18,59,2,2435
Iarna,12,0,27,2,60
Toamna,9,14,15,4,409
Primavara,16,19,6,8,511
Vara,12,31,56,9,3927
Toamna,11,14,7,4,299
Iarna,10,-19,83,10,264
Toamna,11,11,5,8,424
Toamna,16,24,95,5,753
Toamna,14,22,81,9,836
Toamna,10,25,70,4,610
Primavara,10,25,56,8,1886
Vara,8,30,35,8,1093
Primavara,15,27,18,8,515
Vara,13,40,48,6,2293
Vara,10,34,70,3,2766
Toamna,11,22,95,4,874
Vara,10,34,12,10,1344
Toamna,11,18,57,9,812
Iarna,11,-12,73,4,290
Vara,10,37,18,7,1171
Iarna,11,-9,95,2,452
Toamna,11,23,14,5,273
Toamna,15,11,26,2,359
Toamna,9,21,48,8,313
Iarna,15,-18,29,9,72
Vara,8,35,47,9,2031
Primavara,9,21,72,9,2068
Toamna,10,20,37,2,223
Primavara,9,20,53,2,2329
Iarna,15,3,5,5,198
Vara,14,31,11,2,1656
Iarna,16,-17,95,7,456
Toamna,16,14,2,10,201
Iarna,12,-9,16,7,156
Vara,13,34,90,9,4050
Toamna,16,23,16,2,230
Vara,10,25,9,5,1633
Vara,10,30,81,9,2526
Toamna,10,15,91,9,880
Primavara,11,26,32,5,969
Vara,12,40,10,4,1806
Toamna,16,10,98,5,535
Vara,16,26,55,4,4623
Vara,8,39,84,4,3725
Iarna,16,-4,38,7,71
Vara,8,40,15,9,751
Iarna,10,-6,18,6,30
Primavara,10,29,17,2,851
Vara,14,26,46,5,1250
Primavara,15,16,58,10,1547
Primavara,14,19,41,9,946
Vara,9,32,57,3,3063
Primavara,14,30,2,9,978
Primavara,13,27,14,3,887
Iarna,13,2,93,4,437
Iarna,16,-13,51,4,356
Primavara,14,15,65,3,2418
Vara,11,36,34,4,917
Iarna,9,3,94,6,470
Primavara,11,28,44,6,727
Primavara,14,18,89,2,1640
Toamna,8,11,72,3,554
Iarna,8,-1,98,9,383
Vara,13,31,23,3,2163
Toamna,8,25,97,9,869
Iarna,14,-5,72,6,404
Iarna,14,-2,39,8,235
Primavara,8,30,98,8,2069
Toamna,14,13,4,8,297
Iarna,11,-9,94,6,255
Iarna,13,-11,71,9,420
Vara,11,29,18,3,1400
Vara,16,25,79,2,4330
Iarna,8,-17,96,9,428
Primavara,13,30,6,4,602
Toamna,9,22,78,8,596
Toamna,8,22,53,5,657
Toamna,15,19,32,6,366
Iarna,11,-1,100,3,252
Primavara,13,15,62,6,1356
Toamna,13,19,90,3,872
Iarna,15,-19,8,2,231
Toamna,9,25,8,6,198
Iarna,16,-4,35,10,81
Iarna,14,-7,65,8,324
Toamna,14,22,43,8,468
Primavara,15,24,71,8,1705
Primavara,16,19,10,5,666
Primavara,8,19,9,7,594
Iarna,8,-9,7,5,37
Vara,13,38,24,7,2143
Toamna,12,21,82,8,691
Iarna,14,-3,93,7,295
Primavara,13,16,6,4,897
Toamna,11,10,45,9,171
Primavara,13,24,7,4,950
Vara,13,25,27,3,584
Primavara,11,15,33,10,645
Toamna,11,10,85,4,703
Iarna,13,-5,42,3,158
Vara,9,37,33,9,2251
Iarna,11,-8,65,3,308
Vara,16,35,37,8,1036
Vara,15,34,43,9,1743
Primavara,11,23,19,4,923
Iarna,14,-12,45,9,97
Primavara,8,18,85,6,2127
Vara,12,34,66,4,3385
Iarna,16,-17,3,6,115
Vara,15,26,20,5,1475
Vara,8,29,60,9,3498
Iarna,8,-3,30,10,143
Vara,8,38,96,2,3948
Toamna,16,14,76,9,899
Primavara,9,18,90,2,1322
Vara,10,35,50,10,1804
Iarna,13,-2,37,9,242
Primavara,12,19,88,10,1000
Vara,13,30,35,8,1098
Vara,8,31,53,2,2853
Primavara,10,22,73,9,1350
Vara,16,25,49,2,1013
Primavara,16,15,83,7,1175
Vara,11,25,17,3,1114
Primavara,13,29,23,10,997
Toamna,8,11,25,10,159
Primavara,9,20,28,9,644
Iarna,9,-9,40,2,125
Iarna,11,-12,100,3,378
Vara,12,26,20,6,2358
Primavara,12,24,97,3,1713
Toamna,9,10,93,6,505
Toamna,15,16,12,8,416
Vara,14,37,35,5,1165
Vara,15,33,99,6,4877
Iarna,12,-13,41,4,162
Vara,16,34,93,6,3766
Vara,8,31,15,4,1032
Primavara,16,24,10,7,949
Toamna,15,17,77,6,904
Primavara,16,24,18,4,708
Primavara,12,22,95,8,2265
Vara,10,28,71,4,4054
Toamna,8,23,91,5,520
Toamna,13,12,74,4,586
Vara,15,31,61,6,4792
Iarna,10,-19,5,10,95
Iarna,9,-19,54,4,309
Iarna,13,-16,13,2,102
Iarna,10,-11,53,2,260
Primavara,15,23,71,9,1391
Toamna,10,24,29,3,216
Primavara,13,25,40,3,717
Primavara,15,28,82,4,1198
Primavara,9,15,97,8,1764
Primavara,15,19,91,9,1416
Vara,12,36,1,9,568
Iarna,8,-8,19,2,174
Toamna,9,14,69,9,814
Vara,11,32,75,2,3634
Iarna,13,-12,96,10,461
Iarna,16,-2,23,5,248
Vara,16,37,96,10,2552
Vara,12,35,63,8,4972
Vara,9,29,56,6,4460
Vara,13,27,0,2,1160
Primavara,8,16,52,4,1542
Vara,9,34,7,4,2043
Iarna,13,-4,59,10,390
Iarna,14,-18,40,2,96
Toamna,10,18,97,3,548
Vara,14,29,72,3,2991
Primavara,8,19,0,4,690
Iarna,8,0,90,10,472
Iarna,10,-19,47,10,186
Toamna,9,20,33,6,267
Primavara,16,15,74,6,1315
Toamna,15,22,24,9,445
Vara,9,31,84,7,3241
Iarna,11,-16,53,9,341
Primavara,8,27,91,10,2031
Iarna,13,5,93,3,395
Iarna,12,-15,69,9,256
Primavara,15,17,79,10,1245
Vara,9,39,59,9,4317
Vara,10,37,45,4,527
Iarna,9,-11,48,8,125
Vara,15,27,62,7,3768
Vara,9,35,19,9,1876
Iarna,16,3,73,9,298
Primavara,13,23,69,5,1753
Vara,10,27,89,3,3675
Toamna,11,20,1,2,213
Toamna,13,10,83,3,703
Primavara,13,23,10,9,920
Iarna,16,-16,47,5,124
Iarna,11,-11,4,2,9
Iarna,13,-8,35,8,114
Vara,9,29,44,2,1489
Primavara,16,29,27,6,731
Primavara,8,22,37,4,716
Vara,8,33,36,2,1869
Primavara,16,21,45,2,882
Primavara,9,23,2,3,891
Iarna,11,-5,4,2,192
Vara,10,33,43,6,2346
Iarna,16,-5,0,4,102
Primavara,12,26,29,4,743
Primavara,16,19,51,10,2003
Toamna,8,10,63,9,840
Iarna,12,4,13,10,146
Iarna,16,-6,59,5,367
Primavara,14,22,30,4,814
Vara,8,34,44,10,1212
